Tanggal,Teks_Ulasan,Rating
2026-05-18 03:10:08,"saya sudah melakukan pembayaran melalui metode qr bayar untuk pembelian UC, saldo saya sudah terpotong yang menandakan pembayaran telah berhasil dilakukan, namun pihak pubg secara sepihak mengatakan ""purchase failed"" dan UC saya sama sekali tidak bertambah, solusi apa yang bisa diberikan oleh developer game sampah ini",1
2026-05-18 02:36:44,mengapa sesudah update game ini tidak bisa di buka..?,4
2026-05-18 02:14:28,game busuk sekali setiap main teman knock kita ga bisa revive karna ga ada tombol nya + nya,1
2026-05-18 01:36:45,kok GK bisa di buka pubg ini ada apa???,1
2026-05-18 01:29:38,kenapa pubg saya patah2 min.. device saya iqoo z10,3
2026-05-18 00:38:36,gema yg bagus,5
2026-05-18 00:23:05,"game ajgg ,ngerusak mood cewek orang aja lu brengsek ,benerin tuh jaringan server",1
2026-05-18 00:03:07,bug audio setelah update 4.4,1
2026-05-17 23:19:25,gem ini kaku banget dan pateh patah tapi bagus sih aku kasih bintang 5,5
2026-05-17 23:04:38,memang game banyak bug udah mau chicken ttap masih di troll dasar game sampah betulin dulu bug tuh masa tinggal gua di map masih tetap juara 2,1
2026-05-17 22:55:59,ko ngga bisa di instal ya😕,2
2026-05-17 22:43:29,Tolong di update agar support menggunakan gamepad controller,5
2026-05-17 22:18:45,makin berat game nya rusak tolong jangan ada update lgi kami yg player hp kentang menangis😭😓,5
2026-05-17 22:16:45,Tolong sistem rank nya dipermudah dong.,5
2026-05-17 21:19:32,gokil,5
2026-05-17 21:01:36,update terus bodok,1
2026-05-17 20:50:06,melatih emosi,5
2026-05-17 20:39:36,"terlalu banyak update ,tidak cocok untuk hp ram kecil,tolong dikurangi untuk updatenya",1
2026-05-17 20:30:09,Pubg sekarang trus Ada updatean kenpa?,4
2026-05-17 20:25:23,kebanyakan eror di obb,3
2026-05-17 20:13:30,game kok ngetamu awokawok game haram,1
2026-05-17 20:08:40,keren,1
2026-05-17 19:53:22,kasih Update M416 glacier kasih! Animasi Ganti Senjata! cepatan!😠😡 skin M416 lain ada efek Animasi Ganti Senjata! skin M416 Glacier gak ada Efak Animasi Ganti senjata😠😡 ini kalau gak di kasih update aku gak mau kasih Bintang 5 😠,2
2026-05-17 19:13:30,hilangin naik tier granding dong,1
2026-05-17 19:01:37,GLACIER M416 SWITCH EFFECT tidak ada parah pubg,1
2026-05-17 18:47:42,COBALAH BERPIKIR DAN HAPUS GRADING DARI GAME INI,1
2026-05-17 18:46:24,dapetin akun baru dan diamond ku banyak makasih ya baby,5
2026-05-17 18:10:42,"Adakah versi untuk main di HP kentang biar buat seru-seruan , sudah lama pensi karna penyimpanan dan lebih banyak update, padahal awal perilisannya gamenya sangat seru dan lebih fun.",3
2026-05-17 18:05:47,Terima kasih Plafon pencipta Game PUBG MOBILE semakin seru Pada tiap Chapter Baru di Metro Royale lebih Menarik jika Tabahan Proplayer berjumlah 100 selain Dari Boot,5
2026-05-17 18:04:02,aku sukaaaaaaaaaaaaaaa klu ada update terbaru,5
2026-05-17 17:57:47,tolong kembalikan pubg jaman dulu saja itu yang kami butuh,5
2026-05-17 17:47:15,tolong dong aku main gak ada tombol rifef nya tadi malem udah 3× kayak gitu terus 😭udah usaha apa pun masih aja gak adatuh tombol nya,4
2026-05-17 17:33:38,"hp gw dah triak2 jir "" gak kuat bang! jan update mulu """,4
2026-05-17 17:28:56,menghilangkan stress saya,5
2026-05-17 16:52:24,"tolong perbaiki game nya,sering ngebug kalo lagi update gal bisa masuk game",2
2026-05-17 16:04:48,Saya harap pihak developer bisa memberikan update event yang lebih besar lagi di season mendatang 🙏🏻,5
2026-05-17 15:50:49,kenapa sering update terus..,4
2026-05-17 15:45:36,bug tombol tembak hilang,1
2026-05-17 15:37:53,"makin lama makin besar. GK bisah lagi main pkek hp yang biasa buat main. kmaren masih sson 2 main pkek hp siomi ram 4 udah pro kali awak. kalo sekarang jangan cobak"".",5
2026-05-17 15:27:21,game nya bagus sekali!!,5
2026-05-17 15:08:20,"tolong bug nya di perbaiki, tombol revive sering hilang dan tombol utk pakai medkit susah di tekan dan untuk penanda step musuh kadang muncul di map kandang tidak ada",3
2026-05-17 15:07:01,"mengapa saya tidak bisa login pubg mobile?,, padahal sebelumnya bisa, tapi saat ini jika mau login ke pubg mobile selalu keluar sendiri? padahal internet bagus ram masi banyakk?? sudah saya hapus lalu instal lagi tetap sama tidak bisa login pubg mobile",4
2026-05-17 15:05:33,mantap,5
2026-05-17 14:38:58,terlalu sering update,1
2026-05-17 14:37:23,kbnyakan apdat.. pembaharuan terus.. gym tolol,1
2026-05-17 14:32:55,goood naiss,5
2026-05-17 14:32:35,bagus bgt grafiknya dan naikkan rank juga tidak sulit,5
2026-05-17 14:11:12,"malah disuruh dowload obb service dan pas mau dowload malah gabisa, jadinyaharus hapus game nya baru dowload lagi aduhh, udah tau dowload nya 1.3 GB cokkk, ditambahharus ngedowload data game nya lagi banyak lah pokoknya aduhh ayolah PUBG yg bener napaa!!!!!",3
2026-05-17 13:50:58,gilak keren banget,5
2026-05-17 13:35:48,gamenya sangat bagus,5
2026-05-17 13:06:07,obb service is running.. selalu bermaslah,2
2026-05-17 12:57:55,berat anjeng,5
2026-05-17 12:51:26,sangat bagus,5
2026-05-17 12:08:55,nganu banget gamenya,5
2026-05-17 11:59:10,"kenapa setiap upgrade pasti pakai memori banyak padahal map itu itu sj gak ada yg baru map Evant sj yang berubah, saran kalo bisa buat map baru biar lebih seru dan menantang...",2
2026-05-17 11:57:09,"tolong lah pubg, kasih mudah lah sikit dapetin m416 glacier nya..! susah kali pun. jangan lah pelit kali .",1
2026-05-17 11:48:06,😂bagus maen bersama,5
2026-05-17 11:23:45,buruk makin susah 4.4 un install aja dah ngabisin waktu aja,1
2026-05-17 10:50:38,"Game haram, di fitnah melakukan timming sampe di ban, sekarang ban orang tanpa bukti jelas, klo bener saya melakukan timming coba kirimkan bukti saya melakukan timming, bagusan dipegang tencent sekarang banyak orang cupu yang asal report",1
2026-05-17 10:43:50,sangat realisasi,1
2026-05-17 10:33:52,"bug tombol tembaknya masih ada babi, masak main tombol tembaknya jadi manual, tusun jadinya tadi main babi",1
2026-05-17 10:13:05,PUBG burikkkkk FF baru keren,5
2026-05-17 10:12:04,HALO KAK..KAK UNTUK UPDATE SEASON DEPAN BUATKAN SETINGAN KONTROL PEGANG SENJATA DI TANGAN KIRI BISA GAK😁😁 KALOK BISA PASTI SERU...,5
2026-05-17 10:02:04,aku mau top up kok gak bisa ini?,5
2026-05-17 09:45:10,gw suka game ini soalnya banyak yang sexs dan banyak karakter cewe belah tengah,5
2026-05-17 09:39:44,kembalikan soundtrack ON MY WAY,5
2026-05-17 09:30:00,kualitas nya baguss menarik,5
2026-05-17 09:15:13,matchmaking lama banget duo fpp 20 menit,1
2026-05-17 08:26:02,game nyee ngebak,1
2026-05-17 08:02:35,pubg eror masa Gak bisa di log in nin,1
2026-05-17 07:44:07,berikanlah kehokian pada akun saya 😇,5
2026-05-17 07:34:32,saya suka pubg,5
2026-05-17 07:23:25,lebih detail dari pada game sebelah 🫣,5
2026-05-17 06:33:59,nanti di update lagi penilaiannya,4
2026-05-17 06:32:29,pubg mantap. cuma pubg yg terbaik,5
2026-05-17 06:10:36,Banyak kali bug nya lah. tolong secepat nya di perbaiki,3
2026-05-17 05:57:23,sorry dikurangi 1bintang.. karena sekrng banyak ngebak nya.. kadang suara TDK terdengar oleh teman trus kadang juga tombol rifev nya hilang.. tolong di perbaiki 🙏🙏🙏,4
2026-05-17 05:13:35,"Sakit minusNya , rank rendah serasa domi. boring diawal. bukannya ga pro tpi kesan awal udh maen kencang aje minus.",1
2026-05-17 05:05:16,mantap dah pokonya,5
2026-05-17 04:48:50,"tolong perbaiki fitur bug gyroscope, saya pakai device oppo reno 14f 5g, sejak update 4.4 saya kena bug gyroscope, kronologi : saat saya memasuki mode pertempuran gyroscope saya menjadi terbalik, saya sudah cek di setting, saya tidak memakai fitur gyroscope terbalik, tetapi pas saya main ranked ataupun battle royal, gyroscope saya selalu terbalik, tolong dari pihak tencent perbaiki bug ini, saya pun sudah ngecek, untuk sensor gyroscope di device saya berfungsi dengan baik dan normal",1
2026-05-17 03:55:02,"saya suka sekali dengan PUBG Mobile, tapi sayang terlalu banyak memori terkuras dan paket cepat habis.....🙏🙏",5
2026-05-17 03:13:17,banyak sekali kenangan di tahun 2018 yg tak terlupakan😭,5
2026-05-17 02:02:57,setelah update malah gk bisa dibuka,2
2026-05-17 01:34:20,game tidak amanah. saya top up melalui qris transaksi sudah berhasil tapi dalam permainan tidak masuk,1
2026-05-17 01:11:56,benerin bot ai lahh aim nggak ngotak,1
2026-05-17 01:06:26,sudah membaik tapi tidak sempurna,3
2026-05-17 00:34:09,terbaiikkkkkkk☺️,5
2026-05-16 23:38:01,"game udah ga jelas dengan sistem grading ditambah player yang memakai handphone terkadang ketemu streamer/player yang menggunakan ipad dan emulator dimana kita kalah fps dan juga view untuk player handphone yang masih dibawah, saya harap pubg bisa membagi server antara ipad, emulator dan handphone",1
2026-05-16 23:24:55,kenapa habis di update gk bisa masuk..?,1
2026-05-16 23:06:27,"kok sering kali update nya,,bikin kesel apa lagi gua gak ada paket,taik taik",1
2026-05-16 22:12:47,game tolol banyak bug,1
2026-05-16 22:03:01,"terlalu pelit gcah sma player lama maunya pake uci , jaringan tidak setabil game trlalu berat dasar pelit",1
2026-05-16 21:59:11,"pubg sekarang jadi berat pas lagi main mau hp bagus,hp jelek sama ajaa,gaa bisaa menikmati lagi mainnya",1
2026-05-16 21:30:46,"update kali ini lumayanlah.. tapi jujur aku bener2 menikmati event hanya sampai pownin.. berkesan bgt rasanya.. setelah event pownin selesai, event2 selanjutnya sangat sangat biasa aja. kaya gak ada kesan yg bagus.. flat",3
2026-05-16 21:28:54,pas lagi main tiba2 keluar aplikasi dengan sendirinya... ada apa dengan update an yg baru,3
2026-05-16 21:24:24,game bagus cuman hp saya ga kuat120 fps🗿,5
2026-05-16 21:16:45,sebelumnya terima kasih min untuk update terbaru nya menurutku bagus sih...tapi saya ada keluhan soal bug dan terkadang jaringan sering belum stabil dan sering tinggi. Mohon di perbaiki lagi min,5
2026-05-16 20:57:19,lagi lagi abis update frame droppp.. najis bgt gilaa sampe 30fps kocakk,1
2026-05-16 20:47:14,keluar Asep mati nyaa kaya kena azab tukang maling cangcut,1
2026-05-16 20:42:20,gem sakit mata,2
2026-05-16 20:33:49,"game babbiii, sumpah mau login ribet mau ganti sandi ribet anjng",1
2026-05-16 20:33:30,lebih seru ada borgol belakang punggungnya ide iseng dan mengoda pliss ada nada senyum,5
2026-05-16 20:31:11,"apa ini gak bisa login lagi, katanya gua di curigai padahal ini gua, aku main pake no telpon, dan no nya itu nomor biasa bukan wa, kok gak bisa katanya verivikasi pas verifikasi udah malah eror bener dah dulu bug bundle sekarang bug system,",3
2026-05-16 20:27:57,"""koneksi server hilang. periksa koneksi jaringan kamu sebelum mencoba lagi"" ini maksud nya apa min???",1
2026-05-16 20:13:31,Kenapa Rank saya Turun sendiri dari ACE MASTER jadi ke Platinum.. padahal baru pagi saya mainkan Masi ACE MASTER pas malam saya buka PUBG tiba2 rank saya jadi Platinum...ada apa dgn PUBG mobile ketika update season 4.4. ini... berikan penjelasan nya...untuk pihak PUBG mobile Indonesia,5
2026-05-16 20:07:36,kembalikan tombol revive gua pubg tolol,5
2026-05-16 20:00:51,"lu pakek ipad lu punya pubg babi udah gitu view ipad di dewa dewakan ,bot dimana mana fitur kebayakan ini game mau di matikan kah ? udah main dari 8 th tiap tahun makin gak menikmati gamenya dari pindahnya ke kraton tolol itu",1
2026-05-16 19:51:39,kenapa grapik nya gaada yg lebih burik min hp gw smot aj ada suara mesin cukur,1
2026-05-16 19:37:10,jaringan bagus tapi nggak bisa login server tidak merespon,2
2026-05-16 19:35:58,please fix rendernya cepet biar turun event gak mati,1
2026-05-16 19:33:48,"makin kesini makin cape main pubg, skil anak tk di bantai skil anak stm, belum juga nembak, udah mati duluan makin gajelas tencent, kalo caranya gini, gw bakalan lawan, pindah server ke ML aja blog, pusing nambah stress iya, emang anjeng",1
2026-05-16 19:32:41,tak kasih bintang 5 soalnya gara gara krafton manca jadi upload,5
2026-05-16 19:14:42,good game,5
2026-05-16 19:11:01,"AKHIR2 INI BANYAK KELUHAN MIN DARI KAWAN2 TERMASUK GUA MIN, SEKARANG MAKIN BANYAK BUG NYA. BAGUSAN ERANYA TENCENT MIN DARI PADA SEKARANG",1
2026-05-16 18:47:20,"yah udah jadi tradisi keknya nih tiap update pasti bugnya bejibun 😅 tapi yang paling ngeselin bug analog, pas momen² genting lagi close combat analognya ngga bisa digerakin. moga cepet di fix lah kesel banget reset season baru main dua match too soon gara-gara bug analog",1
2026-05-16 18:47:08,tidak seru tidak seru sekali dan tidak enak dimainkan,2
2026-05-16 18:46:36,"sejauh ini, masih bisa dinikmati",4
2026-05-16 18:44:43,Bagus. Tapi,4
2026-05-16 18:38:31,"Gw mau push conqu woy pubg, napa gw ga bisa main mental mulu ""koneksi ke server hilang, periksa koneksi jaringan kamu sebelum mencoba lagi"".Game gajelas, niat ga sih lu.",1
2026-05-16 18:33:22,m4 glacier efek please,2
2026-05-16 18:27:06,game rusak,1
2026-05-16 18:26:02,tolong itu hapus trading nya biar gak strees kalau mau naik rank pliis krafton biar saya main lagi ini game,2
2026-05-16 18:22:41,game nya udah mulai bagus. PUBG mobile coba buat bisa ubah tampilan PUBG mobile menjadi macam iPad walaupun menggunakan hp biasa.,5
2026-05-16 18:21:45,"ini apa sih udh sampe loby d blng koneksi putus krn jaringan padahal jaringan aman,,aneh bgt pubg skrng bkn ny mkn gede data ny kok mkin susah ajaa",3
2026-05-16 18:20:34,game apaan ini update season servis ngk dukung,1
2026-05-16 18:18:33,"bug mempengaruhi terputus ny server pusat karena jaringan, padahal koneksi sinyal sedang bagus",2
2026-05-16 18:17:47,GOOD,5
2026-05-16 18:15:57,makin di update malah makin bug ga jelas pabji,3
2026-05-16 18:09:48,makin busuk aja abis update,1
2026-05-16 17:57:11,tolong lah klo gacha kita punya kupon peti semisal punya 6 bisa langsung gacha 10 pake AG ini malah uc yg ke potong ngotak lah,1
2026-05-16 17:53:31,game cacat sinyal bagus tp gak mau masuk padahal wifi cuma di pake 2 hape,1
2026-05-16 17:47:14,pubg lambat masuk mohon di perbaiki,3
2026-05-16 17:45:54,Gachanya aja diperbaikin biar gk terlalu mahal dan gk banyakan item sampah,5
2026-05-16 17:39:08,👍👍👍,5
2026-05-16 17:27:28,game terbaikku😍🥰,5
2026-05-16 17:14:29,game kontolll. banyakk bugg. udah semua mahal GK nguntungin pemain GK meberi kenyamanan permainan. sampah.,1
2026-05-16 16:51:18,mau dapat M416 GLACIER DARI PETI GRATIS TENSEGN,5
2026-05-16 16:41:33,obat stresss tingkatkan kemanannya lagi... terimakasid,5
2026-05-16 16:19:48,"gara"" main game pubg ini hatiku benar"" mati 🥀",5
2026-05-16 15:49:38,"krafton, game lu bagus cuman hp gw aja yang oon💔💔",5
2026-05-16 15:39:38,semakin berat tiap update,3
2026-05-16 15:27:55,evennya gak jelas,1
2026-05-16 15:27:38,"tambahin mp min auto ngajak temen"" download+Mabar",5
2026-05-16 14:31:37,selalu ngelek padahal saya pakek starlink,3
2026-05-16 13:21:29,walaupun agak berat pubgm sekarang tpi masih seru apa lagi metro roya minus nya gk ada teman mabar aja sih,5
2026-05-16 12:50:16,"tidak bisa login menggunakan wifi, jika menggunakan wifi akan stuck di preparing resource, ketika pakai data baru akan jalan, tetapi ketika sudah di dalam lobby ingame dan match baru bisa menggunakan wifi, hal ini sangat merugikan saya karena pemborosan data, apalagi setiap login harus menggunakan data saya diharuskan untuk mengupdate 5 mb yang tidak jelas untuk apa hal itu, ini jelas merugikan saya karena pemborosan paket data dan juga storage, sangat mengecewakan.",1
2026-05-16 12:49:13,"ayo laah... update terbaru kok sering bug, tombol revive teman tiba tiba hilang, sering gak muncul...",3
2026-05-16 11:57:08,gamenya bagus dan seru cuman developer nya pelit kikir nya gangotak dan satulagi hapus sistem grading nyusahin banget,3
2026-05-16 11:27:48,udah lama GK main geme ini sekeli nya donlod lagi mau masuk dalam geme donlod data nya lama GK macam dulu jadi males main nya lagi udah gak jelas geme nya,1
2026-05-16 10:45:32,keren sekali ini mahh,5
2026-05-16 10:44:45,seru banget,5
2026-05-16 10:34:09,tolong di ganti bahasa indo plis kukasih 5 bintang,5
2026-05-16 10:14:55,tolong perbaiki Bug di hp realme c30s layarnya miring jadi tidak bisa main,1
2026-05-16 09:27:19,bagus,5
2026-05-16 09:08:53,bagus sekali,5
2026-05-16 08:45:47,bagussss,5
2026-05-16 08:45:08,"hp udah spek tinggi masih juga Nge frame lag, makin jelek PUBG saya kasih bintang 1, kalau sudah bagus baru saya kasih bintang 5",1
2026-05-16 08:36:56,setelah update kok malah error......game haram,5
2026-05-16 08:34:52,"ada update tapi ga bisa ke download dan loading terus.padahal sebelumnya ga ada masalah .kalo OS atau Spec device ,udh jelas diatas minimum requirement. selama main ga pernah ngelag",1
2026-05-16 08:23:07,pubg ini keren lo tirimakasi yang suda buat game keren ini,5
2026-05-16 08:08:12,4.4 Kren banget 👍,5
2026-05-16 08:07:11,update terbaru kok susah min download map nya mana bentar2 loading melulu,4
2026-05-16 08:06:18,Pembaruan malah jadi ancur sinyal nya... ga bisa masuk ke pertandingan,1
2026-05-16 08:00:12,kasi bintang 3 karna pelit aku berkali kali gacha gak di kasih hoki dari dulu blood reven aku dapat matrial aja gak pernah di kasih hoki kalo gacha tolong dong kasih hoki,3
2026-05-16 07:52:58,game apaan ni matching lama baru main dapet musuh yg jago apaan banget,1
2026-05-16 05:55:28,"Kok pas dowlodkok lama mau download ya saya sampel nunggu 2 jam,coba kalo gemlain bentar kayak free fire ,iya sih kalau main ya grafik ya bagus dan seru",5
2026-05-16 05:40:38,hapus rikolan sama iven,1
2026-05-16 05:31:00,hiburan gw ini,5
2026-05-16 04:52:09,"makin update malah makin banyak bug,yang bener Napa gua dah susah susah grading sisa 1 malah ngebug di island",5
2026-05-16 04:05:19,LET'S GO🔥🔥🔥,5
2026-05-16 04:03:37,"setiap Kali Ganti Season Pasti Aja ngelag Parah,Padahal sinyal Bagus,Ram sama Chipset mendukung,tapi Game Nya Tak mendukung,Tolong lah Tencent Perbaiki.",5
2026-05-16 03:04:46,game paling seru,5
2026-05-16 01:50:32,"saya udah lama meninggalkan permainan ini, sudah gak seindah dan seenak dulu lagi game nya, bnyk perubahan malah makin gak enak di lihat.",1
2026-05-16 01:44:58,tolong bug nya diperbaiki setelah update seperti tombol revive yg hilang ketika teman knock dan sinyal yg sering drop,1
2026-05-16 01:39:23,"aplikasi sering terjadi kesalahan di HP infinik note40 pro 5g dan juga frime rate tidak samapai 60 FPS sangat disayangkan sekali dan juga sering muncul seperti(Notifikasi baru. Ketuk untuk melihat Sistem Android 27 m Kesalahan Aplikasi Terdeteksi bahwa aplikasi ""PUBG MOBILE"" mogok karena masalahnya sendiri. Harap tunggu pembaruan untuk memperbaiki masalah, atau kirimkan umpan balik melalui saluran layanan pelanggan dalam aplikasi. Tutup)",1
2026-05-16 01:34:31,Tunggu aku update hp ya jangan sampe ilang dari playstore,5
2026-05-16 01:07:16,"setelah update, malah lemot banget. baru lobby aja delay banget",2
2026-05-16 01:02:49,"Saya ingin memberikan masukan agar sistem Promotion Match di ranked dihapus. Sistem ini sering membuat pemain yang sudah bermain konsisten tetap gagal naik rank hanya karena beberapa match yang tidak beruntung, sistem poin rank yang sekarang sudah cukup untuk menentukan progression pemain tanpa perlu Promotion Match tambahan. Semoga bisa dipertimbangkan agar ranked terasa lebih fair dan nyaman dimainkan.",1
2026-05-16 00:12:02,"tolong pihak PUBG, mohon di kurang data geam kami parah pengguna hp kentang sayang menyukai bermain geam PUBG Jika data geam terus bertambah kami tidak akan bisa bermain geam yang sangat kami suka yaitu PUBG",5
2026-05-16 00:11:53,"tolong perbaiki fitur hapus data untuk wow karena setiap login memenuhi ruang penyimpanan, serta jika bisa hapus saja fitur hub karena sudah ada cheerpark dan training ground. pindahkan saja beberapa fitur hub ke cheerpark untuk pelengkap.",2
2026-05-16 00:09:11,"tidak profesional untuk pertandingan,ada perbedaan fps,saran aja untuk fps 120 di pertemukan sesama fpa 120 biar adil dan kompletsibel",3
2026-05-16 00:02:51,bang sensi gyroscope gua eror tolong di perbaiki lagi,2
2026-05-15 23:37:52,Memuaskan.😎😎🔥,5
2026-05-15 23:13:48,oleh para 🙏,5
2026-05-15 22:54:41,bagus dan keren,5
2026-05-15 22:46:16,kenapa event baru 4close terus kaga bisa match d livik.,1
2026-05-15 22:45:54,"kurangi bintang setelah updet bug parah,ga usah updet yang gak penting kopok jadi pada males main pupg",1
2026-05-15 22:38:01,"Terlalu banyak Bug yang membuat pengalaman bermain tidak menyenangkan setelah UPDATE 4.4 Perbaiki Bug Game saat pembaruan, berhenti buat Event yang merugikan bagi user pubg, event yang merusak pengalaman lancar bermain game PUBGM",1
2026-05-15 22:31:10,"game terbaik yang pernah ada,terima kasih",4
2026-05-15 22:20:08,"Mohon penjelasannya min, ini kenapa saya ga bisa buka aplikasinya yak setelah mau masuk update 3.9 ini ? tertulis ""Please enable storage access permission for this app in settings and restart the game"". Udah di cek di pengaturan dll aman aman aja tapi tetap ga bisa masuk aplikasi. note : bintang bakal berubah sesuai dengan bisa atau tidaknya masalah ini teratasi.",5
2026-05-15 22:18:08,Makin seru skin2 nya. X-Sw dong,5
2026-05-15 22:16:20,makin bulan ke bulan makin gila ini game keren abis✌️,5
2026-05-15 22:15:26,0ok.. 0ok... 00k... 0okk.. mantap,5
2026-05-15 22:12:51,makin gk jelas game nya pake wifi malah gk bisa main jadi males,1
2026-05-15 22:09:45,ngestuck di 92%,3
2026-05-15 22:03:30,"makin update makin ga nyaman,teropong ×6 di perkecil udah beda,ukuran garis makin besar dari sebelumnya,pas nembak musuh dari jauh ga keliatan musuh nya ketutupan sama garis yang ada di scope",1
2026-05-15 22:00:27,"parah sih, gak ada tombol rifep nya bikin kesel nih",4
2026-05-15 21:53:55,suka,5
2026-05-15 21:41:53,keren gak ada auto aim bisa melatih ketepatan,5
2026-05-15 21:35:02,oke semuwa,5
2026-05-15 21:31:30,gamenya bagus,5
2026-05-15 21:28:11,mantapp,5
2026-05-15 21:27:35,gem ini membantu sy dengan mendapatkan cuan,5
2026-05-15 21:25:50,knpa game gw gak bisa dibuka...,5
2026-05-15 21:23:08,saya suka walaupun banyak yang belum saya pahami..🇹🇱🇹🇱,5
2026-05-15 21:15:26,PUBG gak ada dua nya,5
2026-05-15 21:07:19,mantap behgggg,5
2026-05-15 20:55:23,bos tolong di perbaiki di ifen nya? bayak buknya kadang g bisa nmbak,3
2026-05-15 20:43:56,jaringan Telkom macam taayek updatenya lama bet dah,5
2026-05-15 20:39:14,"sistem grading di rangked hapus ajaa kecualii di tdm baru masuk akall,kalah 2 kali resett ulang dari awall di kira perjuangan gitu gamoang kali bikin nurunin kd jugaa haduhh",1
2026-05-15 20:39:10,"ad misi untuk return player main bersama teman tapi tdak bisa karna perbedaan tier, lah kan tidak masuk akal. waktu bermain juga berbeda dengan teman otomatis ada perbedaan tier, ketika bisa bermain bersama masalah perbedaan tier jdi kendala. apa coba tujuannya? pikirkan juga masalah pemain baru, tujuannya install pubg supaya bisa mabar sama temannya, dan apa? maslah perbedaan tier lagi. lagian mayoritas pemain juga pasti membentuk squad untuk bermain, jangan desain sistem yang menghalangilah.",1
2026-05-15 20:33:22,"PUBG, ini tidak bisa masuk ke game, mohon di bantu",1
2026-05-15 20:21:11,"sering ga stabil saat ada musuh ga tau kenapa, jadi malas euy",1
2026-05-15 20:17:23,gamenya bagus realistis ramah untuk bocil yang berumur 9 tahun,5
2026-05-15 20:00:18,sush di update,5
2026-05-15 19:52:47,Pemain dengan level rendah dipadukan dengan pemain level tinggi.. Pembuat game ini level tololnya benar2 tinggi.,1
2026-05-15 19:45:24,baru ku update kok tidak bisa login ya terus ada notif download abb sarvice maksudnya apa ya?...sudah pakai wifi sama aja..,2
2026-05-15 19:37:05,banyak bug jir semenjak update terbaru,3
2026-05-15 19:24:27,terlalu sering update,5
2026-05-15 19:13:36,terbaik,5
2026-05-15 19:12:52,suka bangat apalikasi ini,5
2026-05-15 19:05:54,game haram mati keluar asap dukhon burik,1
2026-05-15 18:57:00,terimakasih,5
2026-05-15 18:42:45,setiap update baru sllu nge bug,4
2026-05-15 18:33:57,terbaik PUBG,5
2026-05-15 18:32:16,game bagus👍👍👍,5
2026-05-15 18:29:40,sumpah pengen main lagih tapi hp nyah udh engga kuat buat main PUBG lagih tolong dong kirim Poco f7pro aja gapapa,5
2026-05-15 18:19:56,bagus tapi memori habis,5
2026-05-15 18:11:12,terlalu berat buat hp device menengah,1
2026-05-15 18:07:08,game bagus dari segi grafik dll,5
2026-05-15 17:57:40,game appaan ini dkit2 update bkin hp jebol..sudah bnyak player yg bosan di game ini tp msh aja gk ada prbaikan,1
2026-05-15 16:38:29,pubg tidak bisa di buka,1
2026-05-15 16:26:36,hp gw ram 4/128 masih kuat walaupun grafik smooth,5
2026-05-15 16:24:30,sangat bagus,5
2026-05-15 16:12:40,hilangkan saja naik level gitu Terlalu ribet,1
2026-05-15 16:11:23,sangat bagus,5
2026-05-15 16:09:26,Game nya Bagus satu satunya di dunia🤗💪🏻🙏,5
2026-05-15 15:12:02,update terlau lama saat membuka game,1
2026-05-15 15:11:12,mantap,5
2026-05-15 15:09:02,"dear pubg game nya udah aman tidak ada cheat lagi, tapi mohon itu Rosemary kaya nya bukan manusia dia alien masa jago banget.",4
2026-05-15 14:59:03,semoga semakin banyak yang ninggalin game ini,1
2026-05-15 14:50:37,HP kentangku menjerit,4
2026-05-15 14:50:00,"game kntoll gak jelas perhitungan data gamenya, udah download semua tapi ternyata masih banyak data tersembunyi yg belum didownload alhasil makan kuota lagi, setiap update selalu ada bug!!",1
2026-05-15 14:20:44,SISTEM KUNO YANG SANGAT MEMBOSANKAN HEP PLIS REKAL MI,1
2026-05-15 14:09:48,Kalo aku boleh usul di kasih rumput yang tinggi biar bisa sembunyi jadi musuh tidak tahu itu ulasan saya kenapa kalo musuh kena tembak susah mati kadang gedungnya g kelihatan biarpun paketanya penuh,5
2026-05-15 13:54:22,"Bagus,tetapi aplikasi terlalu berat di ponsel 🛑🛑🚨🚨🚨",5
2026-05-15 13:51:33,PUBG mobile Tambah burik Lebih baik Gausah BUAT GAME KALO ORANG GAK TERTARIK,1
2026-05-15 13:49:37,sial masa suruh download data ulang lagi si? buang buang Kouta gua ajig,1
2026-05-15 13:44:48,"setelah update gak bisa masuk pakai media sosial, pakai email,juga pake nomer hp.gak bisa semua.tolong dong",1
2026-05-15 13:37:03,game kikir superior furschef gift ga ada superior nya gacha rate busuk kapitalis banget apalagi game nya sepi pula,2
2026-05-15 13:36:49,👍,5
2026-05-15 13:27:00,sinyal bagus tapi sering dis connect.,1
2026-05-15 13:12:16,makin sini malah makin jelek update nya,1
2026-05-15 12:49:30,sangat menyenangkan kan,5
2026-05-15 12:44:30,"saya sangat kecewa kepada pubg karena terlalu banyak update yang tidak berguna, gameplay sekarang tidak nyaman",1
2026-05-15 12:40:50,"optimasi sangat jelek, matchmaking sangat lama",1
2026-05-15 12:15:15,tolong di perbaiki agar kceran y lebih akurattt,1
2026-05-15 11:51:16,game ini sangat amat bagus,1
2026-05-15 11:51:06,terlalu banyak update....,1
2026-05-15 11:22:46,habis di upgrade gak ada tombol ripep,5
2026-05-15 11:16:31,yang terhormat pubg ini gamenya agak lag sedikit saat di loby pesawat tolong di perbaiki,5
2026-05-15 11:02:14,bagus,5
